title,authors,first_author_last_name,doi,journal,year,abstract,keywords,type,topic,focus,material_system,material_subclass,manufacturer,instrument,configuration,laser,analysis_mode,pulse_fraction_or_energy,detection_rate,pulse_rate,base_temperature
Critical length scales for chemical heterogeneity at Cu/Nb 3D interfaces by atom probe tomography,"Li, Zezhou; Cheng, Justin Y.; Poplawsky, Jonathan D.; Xu, Shuozhi; Baldwin, Jon K.; Beyerlein, Irene J.; Mara, Nathan A.",Li,10.1016/j.scriptamat.2022.115078,Scripta Materialia,2023,"Cu/Nb nanocomposites containing sharp, two-dimensional (2D) interfaces have outstanding strength but limited deformability. In contrast, Cu/Nb with three dimensional (3D) biphase interfaces exhibiting crystallographic, topological, and chemical variations in all spatial dimensions overcomes this limitation by simultaneously enhancing material strength and deformability.","3D interfaces, Cu/Nb nanolaminates, Physical vapor deposition, Atom probe tomography, Surface diffusion",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,50 pJ,0.5%,200 kHz,30 K
From impurity ingress to high-performance doping: A perspective on atom probe tomography in energy materials,"Gault, Baptiste; Aota, Leonardo Shoji; Krämmer, Mathias; Kim, Se-Ho",Gault,10.1016/j.scriptamat.2025.116648,Scripta Materialia,2025,"In this perspective article, we illustrate how advanced characterization, particularly atom probe tomography (APT), is crucial for detecting trace impurities, which can significantly affect a material’s true properties.","Atom probe tomography, Impurity engineering, Dopant distribution, Material design, Advanced characterization, Iron oxides, Correlation histograms, Ab initio calculations",Journal Article,Materials Science and Application Studies,Other,Nanomaterials,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,20%,0.5%,200 kHz,50 K
Atom Probe Tomography Today,"Cerezo, Alfred; Clifton, Peter H.; Galtrey, Mark J.; Humphreys, Colin J.; Kelly, Thomas F.; Larson, David J.; Lozano-Perez, Sergio; Marquis, Emmanuelle A.; Oliver, Rachel A.; Shab, Gang; Thompson, Keith; Zandbergen, Mathijs; Alvis, Roger L.",Cerezo,10.1016/j.actamat.2007.12.001,Acta Materialia,2008,"The development of advanced specimen preparation techniques combined with the advent of laser-pulsed field evaporation has revolutionized the field of atom probe research, expanding its capabilities into a wide variety of new applications fields.","Atom probe tomography, Laser-pulsed field evaporation, Specimen preparation, Materials science",Literature Review,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 3000X Si,Straight Flight Path,532 nm,N/A,N/A,N/A,N/A,N/A
The Future of Atom Probe Tomography,"Millera, M. K.; Kellyb, T. F.; Rajanc, K.; Ringerd, S. P.",Millera,10.1016/j.actamat.2012.04.001,Acta Materialia,2012,"The future of atom probe tomography is discussed, including its applications, limitations, and potential improvements.","Atom probe tomography, Materials science, Nanomaterials, Semiconductors",Literature Review,Materials Science and Application Studies,Other,Nanomaterials,,,,,,N/A,N/A,N/A,N/A,N/A
Investigation of O-18 Enriched Hematite (α-Fe2O3) by Laser Assisted Atom Probe Tomography,"Bachhav, Mukesh; Danoix, Frédéric; Hannoyer, Béatrice; Bassat, Jean Marc; Danoix, Raphaële",Bachhav,10.1016/j.ijms.2012.10.012,International Journal of Mass Spectrometry,2013,Quantitative composition measurements of metal-oxides by atom probe tomography (APT) face the problem of the nature of the oxygen peak at 16 Da.,"Laser assisted atom probe tomography, Mass spectrometry, Iron oxides, Isotopic measurements",Journal Article,Materials Science and Application Studies,Other,,,CAMECA/GPM,LAWATAP,Straight Flight Path,344 nm,Laser,20 nJ/pulse,N/A,N/A,80 K
Discovering an unknown territory using atom probe tomography: Elemental exchange at the bioceramic scaffold/bone tissue interface,"Holmes, Natalie P.; Roohani, Iman; Entezari, Ali; Guagliardo, Paul; Mirkhalaf, Mohammad; Lu, Zufu; Chen, Yi-Sheng; Yang, Limei; Dunstan, Colin R.; Zreiqat, Hala; Cairney, Julie M.",Holmes,10.1016/j.actbio.2023.02.039,Acta Biomaterialia,2023,"The growth and composition of newly formed bone tissue, comprised largely of woven bone, has been studied for the first time at atomic-scale resolution to determine the ultra composition of the bone tissue/bioceramic scaffold interface implanted in a segmental sheep tibial bone defect model for 12 months.","Bio atom probe, Biomaterials, Bioceramic, Nanostructure, Bone tissue, In vivo, bioceramic scaffold, atomic-scale resolution, ultra composition, bone tissue/bioceramic scaffold interface",Journal Article,Materials Science and Application Studies,Other,Biomaterials,,,,,,Laser,75 pJ,0.2-0.5%,160 kHz,50 K
Advancing atom probe tomography capabilities to understand bone microstructures at near-atomic scale,"Schwarz, Tim M.; Dumont, Maïtena; Garcia-Giner, Victoria; Jung, Chanwon; Porter, Alexandra E.; Gault, Baptiste",Schwarz,10.1016/j.actbio.2025.03.051,Acta Biomaterialia,2025,"Bone structure is generally hierarchically organized into organic (collagen, proteins, ...) and inorganic (hydroxyapatite (HAP)) components. However, many fundamental mechanisms of the biomineralization processes such as HAP formation, the influence of trace elements, the mineral-collagen arrangement, etc., are not clearly understood.","Atom probe tomography, Characterization development, Biomineralization, Bone structure",Journal Article,Materials Science and Application Studies,Other,Biomaterials,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,20 pJ,0.5%,125 kHz,40 K
Atom probe tomography of carbides occurring in 'carbide-free' bainitic steels,"Hofer, Christina; Winkelhofer, F; Krammerbauer, J; Clemensa, H; Primiga, S",Hofer,10.1016/j.matpr.2015.07.433,Materials Today: Proceedings,2015,"One conventional and two 'carbide-free' bainitic steels, consisting of needle or plate shaped bainitic ferrite, retained austenite and possible carbides have been studied by atom probe tomography.","Carbide-free bainite, carbides, atom probe tomography (APT)",Conference Proceeding,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,0.2,N/A,200 kHz,60 K
Data analysis and other considerations concerning the study of precipitation in Al–Mg–Si alloys by Atom Probe Tomography,"Zandbergen, M.W.; Xu, Q.; Cerezo, A.; Smith, G.D.W.",Zandbergen,10.1016/j.dib.2015.09.045,Data in Brief,2015,Atom Probe Tomography (APT) analysis and hardness measurements were used to characterize the early stages of precipitation in an Al–0.51 at%Mg–0.94 at%Si alloy as reported in the accompanying Acta Materialia paper [1].,"Atom Probe Tomography, Al–Mg–Si alloys, precipitation, hardness measurements",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,,,,,Voltage,15–20% of the standing DC voltage,N/A,N/A,25–30 K
New frontiers in atom probe tomography: a review of research enabled by cryo and/or vacuum transfer systems,"Mccarroll, I.E.; Bagot, P.A.J.; Devaraj, A.; Perea, D.E.; Cairney, J.M.",Mccarroll,10.1016/j.mtadv.2020.100090,Materials Today Advances,2020,The efficacy of the glove bag system by demonstrating the development of a layer of tungsten oxide on the surface during the ambient air transfer and an oxide-free surface for the specimen transferred via the glove bag.,"Focused ion beam, Catalysis, Hydrogen, Deuterium, Organic, Cryogenic, Ultrahigh vacuum, Soft matter, Atom Probe Tomography, Glove Bag System, Tungsten Oxide, Ambient Air Transfer, Specimen Transfer",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,50 pJ,0.5%,200 kHz,50 K
Resolving protein-mineral interfacial interactions during in vitro mineralization by atom probe tomography,"Taylor, Sandra D.; Tao, Jinhui; Shin, Yongsoon; Buchko, Garry W.; Dohnalkova, Alice; Grimm, Jack; Tarasevich, Barbara J.; Ginovska, Bojana; Shaw, Wendy J.; Devaraj, Arun",Taylor,10.1016/j.mtadv.2023.100378,Materials Today Advances,2023,"Organic macromolecules exert remarkable control over the nucleation and growth of inorganic crystallites during (bio)mineralization, as exemplified during enamel formation where the protein amelogenin regulates the formation of hydroxyapatite (HAP). However, it is poorly understood how fundamental processes at the organic-inorganic interface, such as protein adsorption and/or incorporation into minerals, regulates nucleation and crystal growth due to technical challenges in observing and characterizing mineral-bound organics at high-resolution.","Atom probe tomography, Hydroxyapatite, Amelogenin, Nanoparticle, Biomineralization, Interface",Journal Article,Materials Science and Application Studies,Other,Biomaterials,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,20-60 pJ,0.002-0.003 ions per pulse,125-200 kHz,40 K
Atom Probe Tomography of Isoferroplatinum,"Parman, Stephen W.; Diercks, David R.; Gorman, Brian P.; Cooper, Reid F.",Parman,10.2138/am-2015-4998,American Mineralogist,2015,"Atom probe tomography (APT) is a powerful tool for the analysis of the composition and structure of materials at the nanoscale. In this study, we have used APT to investigate the composition and structure of isoferron platinum (IFPt) alloys, which are of interest for their potential use in high-temperature applications. The results show that the IFPt alloys have a complex composition and structure, with multiple phases present. The APT data also reveal the presence of defects and impurities in the alloys, which may affect their properties.","Atom probe tomography, isoferroplatinum, platinum group alloy, precipitate, order-disorder, core-shell, High-temperature applications, Defects, Impurities",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,120 to 275 pJ,1 to 3 ions per pulse,500 kHz,40 K
Statistical correction of atom probe tomography data of semiconductor alloys combined with optical spectroscopy: The case of Al0.25Ga0.75N,"Rigutti, L.; Mancini, L.; Hernández-Maldonado, D.; Lefebvre, W.; Giraud, E.; Butté, R.; Carlin, J. F.; Grandjean, N.; Blavette, D.; Vurpillot, F.",Rigutti,10.1063/1.4943612,Journal of Applied Physics,2016,"The ternary semiconductor alloy Al0.25Ga0.75N has been analyzed by means of correlated photoluminescence spectroscopy and atom probe tomography (APT). We find that the composition measured by APT is strongly dependent on the surface electric field, leading to erroneous measurements of the alloy composition at high field, due to the different evaporation behaviors of Al and Ga atoms.","Al0.25Ga0.75N, atom probe tomography, photoluminescence spectroscopy, semiconductor alloys, detection efficiency, preferential evaporation, correction scheme, alloy fluctuations",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA/GPM,LAWATAP,Straight Flight Path,344 nm,Laser,1 nJ,0.0025 ions/pulse,100 kHz,40 K
Assessment of the crystalline orientation of nanoscale semiconductor structures via atom probe tomography,"Cañas, Jesus; Grenier, A.; Rouviere, J. L.; Harikumar, A.; Ndiaye, S.; Jannaud, A.; Monroy, E.; Rigutti, L.",Cañas,10.1063/5.0242659,Applied Physics Letters,2025,We demonstrate the application of atom probe tomography for assessing the crystalline orientation of nanoscale semiconductor structures via the analysis of charge state ratio maps in the detector space.,"Atom probe tomography, crystalline orientation, nanoscale semiconductor structures",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,16 nJ/pulse,0.5%,100 kHz,40 K
Composition of precipitates in Al–Mg–Si alloys by atom probe tomography and first principles calculations,"Hasting, Håkon S.; Frøseth, Anders G.; Andersen, Sigmund J.; Vissers, Rene; Walmsley, John C.; Marioara, Calin D.; Danoix, Frédéric; Lefebvre, Williams; Holmestad, Randi",Hasting,10.1063/1.3269714,Journal of Applied Physics,2009,"The composition of precipitates in an Al–Mg–Si alloy has been investigated by atom probe tomography, ab initio density functional calculations, and quantitative electron diffraction.","Al–Mg–Si alloys, atom probe tomography, ab initio density functional calculations, quantitative electron diffraction",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,,,,,Voltage,20%,0.5%,200 kHz,40 K
Atomic scale investigation of chemical heterogeneity in β-(AlxGa1−x)2O3 films using atom probe tomography,"Mazumder, Baishakhi; Sarker, Jith; Zhang, Yuewei; Johnson, Jared M.; Zhu, Menglin; Rajan, Siddharth; Hwang, Jinwoo",Mazumder,10.1063/1.5113627,Applied Physics Letters,2019,We investigated atomic scale chemical heterogeneity in b-(AlxGa1−x)2O3 thin films with different aluminum (Al) concentrations using atom probe tomography.,"Atom probe tomography, β-(AlxGa1−x)2O3 films, chemical heterogeneity",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,,,,,Laser,50 pJ,0.5%,200 kHz,50 K
Atom Probe Tomography Studies of Al2O3 Gate Dielectrics on GaN,"Mazumder, Baishakhi; Liu, Xiang; Yeluri, Ramya; Wu, Feng; Mishra, Umesh K.; Speck, James S.",Mazumder,10.1063/1.4896498,Journal of Applied Physics,2014,Atom probe tomography was used to achieve three-dimensional characterization of in situ Al2O3/GaN structures grown by metal organic chemical vapor deposition (MOCVD).,"Al2O3, GaN, MOCVD, APT, dielectric/semiconductor interface",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,0.2 nJ,0.05 ions per pulse,200 kHz,60 K
A Combined Approach of Atom Probe Tomography and Unsupervised Machine Learning to Understand Phase Transformation in (AlxGa1−x)2O3,"Sarker, Jith; Broderick, Scott; Bhuiyan, A. F. M. Anhar Uddin; Feng, Zixuan; Zhao, Hongping; Mazumder, Baishakhi",Sarker,10.1063/5.0002049,Applied Physics Letters,2020,"In this paper, we investigated the evolution of microstructural chemistry of metal organic chemical vapor deposition grown (010) (AlxGa1−x)2O3 films with varying Al contents, x = 0.10–1.0, using atom probe tomography (APT).","Atom Probe Tomography, Unsupervised Machine Learning, Phase Transformation, (AlxGa1−x)2O3",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,20 pJ,0.005%,N/A,50 K
Erratum: Thermal diffusivity of diamond nanowires studied by laser assisted atom probe tomography,"Arnoldi, L.; Spies, M.; Houard, J.; Blum, I.; Etienne, A.; Ismagilov, R.; Obraztsov, A.; Vella, A.",Arnoldi,10.1063/1.5035134,Applied Physics Letters,2018,We noted an error in the solution of the heat diffusion equation of the article.,"diamond nanowires, thermal diffusivity, laser assisted atom probe tomography",Journal Article,Materials Science and Application Studies,Other,Nanomaterials,,,,,,Laser,N/A,N/A,N/A,N/A
Advances in Three-Dimensional Atom-Probe Tomography,"Seidman, David N.; Seidman, David N.",Seidman,10.1146/annurev.matsci.37.052506.084200,Annual Review of Materials Research,2007,"This review presents the historical temporal evolution of an atom-probe tomograph (APT) from its genesis (1973) from field-ion microscope images of individual tungsten atoms (1955). The capabilities of modern APTs employing either electrical or laser pulsing are discussed. The results of the application of APTs to specific materials science problems are presented for research performed at Northwestern University on the following problems: (a) the segregation of Mg at α-Al/Al3Sc heterophase interfaces, (b) phase decomposition in ternary Ni-Al-Cr and quaternary Ni-Al-Cr-Re alloys, and (c) 3-D nanoscale composition mapping of an InAs semiconductor nanowire whose growth was catalyzed by gold.","atom-probe tomography, field-ion microscopy, laser-assisted LEAPTM tomography, α-Al/Al3Sc heterophase interfaces, Ni-Al-Cr alloys, Ni-Al-Cr-Re alloys, InAs nanowires, Materials science, Engineering",Literature Review,Instrumentation and Technique Development,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,N/A,N/A,N/A,N/A,N/A
